loan_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,purpose,home_ownership,loan_status
10000.0,36,5.32,A,A1,95000.0,14.59,credit_card,MORTGAGE,Fully Paid
11500.0,36,14.33,C,C1,35000.0,30.17,debt_consolidation,RENT,Charged Off
35000.0,60,25.83,G,G2,155000.0,30.68,debt_consolidation,RENT,Charged Off
9875.0,36,19.99,E,E3,33030.0,32.3,debt_consolidation,MORTGAGE,Fully Paid
25250.0,36,16.29,D,D2,60320.0,30.02,credit_card,MORTGAGE,Charged Off
8500.0,36,8.59,A,A5,71001.0,15.23,debt_consolidation,RENT,Fully Paid
25000.0,60,15.05,C,C4,92000.0,28.83,credit_card,RENT,Fully Paid
16000.0,36,10.99,B,B4,80000.0,12.07,debt_consolidation,MORTGAGE,Charged Off
21500.0,60,23.99,F,F3,43000.0,10.72,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,9.67,B,B1,30000.0,12.08,credit_card,RENT,Charged Off
6000.0,36,18.25,D,D3,83000.0,36.22,other,RENT,Fully Paid
28000.0,60,14.3,C,C1,80000.0,12.93,debt_consolidation,RENT,Fully Paid
10000.0,60,15.61,D,D1,45156.0,22.67,medical,RENT,Fully Paid
18000.0,60,15.31,C,C2,53000.0,23.66,credit_card,MORTGAGE,Fully Paid
10000.0,36,10.78,B,B4,110000.0,17.01,debt_consolidation,MORTGAGE,Fully Paid
27975.0,60,25.89,G,G3,70000.0,12.12,small_business,RENT,Fully Paid
10000.0,36,10.99,B,B4,108000.0,14.31,credit_card,RENT,Fully Paid
15600.0,36,7.89,A,A5,120000.0,23.97,credit_card,MORTGAGE,Fully Paid
18000.0,36,7.26,A,A4,60000.0,24.86,credit_card,RENT,Fully Paid
9300.0,36,28.49,G,G4,40000.0,17.97,house,OWN,Charged Off
3000.0,36,10.99,B,B4,100000.0,16.35,debt_consolidation,RENT,Fully Paid
10200.0,36,15.31,C,C2,36000.0,12.33,wedding,RENT,Fully Paid
19600.0,36,7.24,A,A3,92616.0,15.26,credit_card,MORTGAGE,Fully Paid
18000.0,60,21.7,E,E2,48000.0,17.03,debt_consolidation,RENT,Charged Off
24000.0,36,7.89,A,A5,145000.0,10.88,credit_card,MORTGAGE,Fully Paid
8400.0,36,22.99,F,F2,95000.0,11.82,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,6.62,A,A2,88000.0,24.14,credit_card,MORTGAGE,Fully Paid
25000.0,60,18.55,D,D2,65000.0,30.48,debt_consolidation,MORTGAGE,Fully Paid
25000.0,36,15.05,C,C4,50000.0,18.92,debt_consolidation,OWN,Fully Paid
20000.0,36,30.79,G,G1,73000.0,21.58,debt_consolidation,RENT,Fully Paid
5000.0,36,13.67,C,C3,35000.0,44.24,credit_card,RENT,Fully Paid
10000.0,36,10.42,B,B3,100000.0,13.75,home_improvement,MORTGAGE,Fully Paid
34875.0,60,26.06,G,G5,103000.0,24.44,debt_consolidation,MORTGAGE,Charged Off
8325.0,36,16.29,D,D2,47500.0,17.73,home_improvement,OWN,Fully Paid
9900.0,36,16.24,C,C5,60000.0,13.34,debt_consolidation,RENT,Charged Off
8400.0,36,5.93,A,A1,65000.0,24.3,debt_consolidation,MORTGAGE,Fully Paid
15100.0,36,16.29,D,D1,75000.0,20.66,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,19.99,E,E4,60000.0,10.12,debt_consolidation,RENT,Fully Paid
12000.0,36,7.89,A,A5,60000.0,12.68,debt_consolidation,RENT,Fully Paid
5000.0,36,22.45,E,E5,39000.0,17.6,other,RENT,Fully Paid
4500.0,36,12.69,C,C2,87456.0,24.85,other,MORTGAGE,Fully Paid
35000.0,36,18.25,E,E1,100000.0,32.15,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,11.53,B,B5,152000.0,12.54,debt_consolidation,RENT,Charged Off
16800.0,60,13.98,C,C3,57000.0,24.02,other,MORTGAGE,Fully Paid
10000.0,36,14.99,C,C5,150000.0,11.39,debt_consolidation,MORTGAGE,Fully Paid
19000.0,36,10.16,B,B1,130000.0,16.1,debt_consolidation,RENT,Fully Paid
14000.0,36,13.99,C,C3,114000.0,8.42,credit_card,MORTGAGE,Fully Paid
11400.0,36,11.53,B,B5,90000.0,23.06,debt_consolidation,MORTGAGE,Fully Paid
10400.0,36,6.03,A,A1,150000.0,9.1,debt_consolidation,MORTGAGE,Fully Paid
30000.0,60,16.99,D,D3,80000.0,23.87,debt_consolidation,RENT,Fully Paid
12000.0,36,9.49,B,B2,51000.0,7.44,debt_consolidation,RENT,Fully Paid
8000.0,36,16.55,D,D2,48464.0,20.01,debt_consolidation,RENT,Charged Off
19500.0,60,22.7,E,E5,61000.0,18.06,other,MORTGAGE,Charged Off
12000.0,36,13.67,C,C3,89000.0,7.52,debt_consolidation,RENT,Fully Paid
4200.0,36,22.39,E,E1,39000.0,32.95,debt_consolidation,RENT,Charged Off
12000.0,36,11.99,B,B3,72000.0,9.18,credit_card,RENT,Fully Paid
15000.0,36,18.75,D,D3,60000.0,6.52,debt_consolidation,RENT,Charged Off
9000.0,36,12.79,C,C1,55000.0,11.91,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,20.4,G,G3,77004.0,23.58,debt_consolidation,MORTGAGE,Fully Paid
15000.0,60,14.99,C,C4,75000.0,23.15,debt_consolidation,OWN,Fully Paid
11200.0,36,16.55,D,D2,38000.0,36.93,debt_consolidation,RENT,Fully Paid
15875.0,36,20.49,E,E1,40000.0,23.13,small_business,RENT,Fully Paid
14350.0,60,25.8,G,G1,40000.0,10.68,other,RENT,Fully Paid
6000.0,36,5.32,A,A1,57000.0,8.4,credit_card,MORTGAGE,Fully Paid
10800.0,60,18.25,D,D3,35685.0,15.61,debt_consolidation,RENT,Charged Off
26000.0,36,12.74,C,C1,85000.0,5.25,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,11.14,B,B2,68000.0,9.39,credit_card,MORTGAGE,Fully Paid
28500.0,60,23.99,F,F3,65000.0,27.7,debt_consolidation,OWN,Charged Off
20000.0,36,7.62,A,A3,59384.52,13.47,credit_card,MORTGAGE,Fully Paid
25000.0,36,7.99,A,A5,82000.0,27.59,debt_consolidation,RENT,Fully Paid
7375.0,36,22.99,F,F1,45000.0,12.51,debt_consolidation,OWN,Charged Off
17325.0,60,18.84,E,E2,43492.88,17.88,debt_consolidation,MORTGAGE,Fully Paid
18000.0,36,10.16,B,B1,185000.0,17.91,home_improvement,MORTGAGE,Fully Paid
29650.0,60,19.99,D,D4,128774.49,11.41,home_improvement,MORTGAGE,Charged Off
19125.0,60,19.52,E,E2,48000.0,39.68,debt_consolidation,MORTGAGE,Charged Off
6900.0,36,26.3,E,E5,31000.0,11.27,debt_consolidation,MORTGAGE,Fully Paid
28000.0,60,7.89,A,A5,92000.0,23.52,debt_consolidation,MORTGAGE,Fully Paid
24000.0,36,10.99,B,B4,110000.0,11.14,credit_card,MORTGAGE,Fully Paid
20000.0,60,18.55,E,E2,72000.0,30.24,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,18.25,E,E1,95000.0,27.77,other,MORTGAGE,Charged Off
1475.0,36,18.49,E,E2,22000.0,24.99,debt_consolidation,RENT,Fully Paid
28800.0,60,28.18,G,G1,64000.0,33.19,debt_consolidation,MORTGAGE,Charged Off
35000.0,60,22.99,F,F2,135600.0,7.58,debt_consolidation,MORTGAGE,Charged Off
1000.0,36,13.67,B,B5,70000.0,3.07,credit_card,RENT,Fully Paid
1400.0,36,19.22,D,D4,29000.0,1.03,major_purchase,OWN,Fully Paid
2200.0,36,10.99,B,B4,75000.0,13.49,moving,RENT,Fully Paid
27000.0,36,16.99,D,D1,66000.0,33.34,debt_consolidation,OWN,Fully Paid
35000.0,60,17.86,D,D5,113787.0,20.72,debt_consolidation,MORTGAGE,Fully Paid
26925.0,60,23.43,F,F1,75000.0,12.21,other,OWN,Charged Off
14975.0,36,18.75,D,D3,100400.0,22.27,debt_consolidation,RENT,Fully Paid
16000.0,60,9.17,B,B2,140000.0,19.93,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,11.99,C,C1,60000.0,3.54,debt_consolidation,RENT,Fully Paid
27975.0,60,7.89,A,A5,108000.0,18.31,debt_consolidation,MORTGAGE,Fully Paid
22000.0,36,7.89,A,A5,104000.0,24.28,credit_card,RENT,Fully Paid
32000.0,60,23.88,E,E2,43000.0,36.6,debt_consolidation,MORTGAGE,Charged Off
13000.0,60,30.75,F,F5,21300.0,43.21,debt_consolidation,OWN,Charged Off
30000.0,36,18.25,D,D3,70000.0,5.78,house,RENT,Charged Off
10000.0,36,15.8,C,C3,54000.0,9.6,debt_consolidation,RENT,Fully Paid
32375.0,60,20.99,E,E5,75000.0,23.97,debt_consolidation,MORTGAGE,Charged Off
18000.0,36,7.26,A,A4,70000.0,23.42,credit_card,MORTGAGE,Fully Paid
2200.0,36,12.74,C,C1,65000.0,24.48,debt_consolidation,MORTGAGE,Fully Paid
16750.0,36,14.31,C,C4,39900.0,36.78,debt_consolidation,MORTGAGE,Fully Paid
12600.0,36,23.88,E,E2,35000.0,19.86,debt_consolidation,MORTGAGE,Charged Off
12000.0,36,13.33,C,C3,80000.0,14.31,debt_consolidation,RENT,Fully Paid
16400.0,60,25.88,F,F4,57000.0,24.21,debt_consolidation,MORTGAGE,Charged Off
14075.0,36,29.99,F,F3,40000.0,29.46,debt_consolidation,RENT,Charged Off
20000.0,36,8.9,A,A5,72000.0,23.6,credit_card,MORTGAGE,Fully Paid
10000.0,36,12.62,C,C1,45000.0,7.2,debt_consolidation,MORTGAGE,Fully Paid
24000.0,36,10.99,B,B2,100000.0,24.73,credit_card,OWN,Fully Paid
1000.0,36,12.49,B,B5,40000.0,12.21,credit_card,RENT,Fully Paid
4175.0,36,17.57,D,D4,58000.0,29.32,other,RENT,Fully Paid
8000.0,36,7.49,A,A4,40000.0,26.44,debt_consolidation,RENT,Fully Paid
26775.0,60,18.25,E,E1,53560.0,4.17,major_purchase,RENT,Charged Off
14375.0,60,20.99,E,E4,38000.0,32.0,credit_card,OWN,Charged Off
22000.0,60,23.83,F,F5,75000.0,16.45,debt_consolidation,MORTGAGE,Fully Paid
30000.0,60,19.48,E,E2,110000.0,37.02,debt_consolidation,MORTGAGE,Fully Paid
24000.0,60,21.49,D,D5,126000.0,29.03,credit_card,RENT,Charged Off
17000.0,60,13.98,C,C3,44000.0,24.26,debt_consolidation,RENT,Fully Paid
15900.0,60,24.85,E,E3,72000.0,28.98,debt_consolidation,MORTGAGE,Fully Paid
24000.0,60,10.99,B,B4,125000.0,9.42,home_improvement,MORTGAGE,Charged Off
24000.0,36,6.08,A,A2,204000.0,17.46,other,MORTGAGE,Fully Paid
1200.0,36,11.49,B,B5,69000.0,23.39,medical,OWN,Fully Paid
17925.0,36,21.18,E,E3,1100000.0,2.37,debt_consolidation,RENT,Fully Paid
9600.0,36,11.99,B,B5,64000.0,0.0,house,OWN,Fully Paid
20000.0,36,12.69,C,C2,115000.0,11.31,debt_consolidation,RENT,Fully Paid
6000.0,36,9.99,B,B3,40000.0,33.9,credit_card,RENT,Fully Paid
4800.0,36,16.99,D,D1,40000.0,4.65,debt_consolidation,MORTGAGE,Fully Paid
5500.0,36,13.67,C,C4,65000.0,21.94,small_business,RENT,Fully Paid
10000.0,36,23.13,F,F1,72000.0,7.77,major_purchase,OWN,Charged Off
2500.0,36,15.61,D,D1,62000.0,21.9,other,MORTGAGE,Charged Off
16000.0,36,8.19,A,A5,65000.0,18.64,credit_card,OWN,Fully Paid
9900.0,36,5.32,A,A1,52000.0,28.33,credit_card,MORTGAGE,Fully Paid
6300.0,36,18.99,D,D3,210000.0,15.25,debt_consolidation,OWN,Charged Off
15000.0,36,19.03,D,D3,54000.0,15.25,home_improvement,OWN,Fully Paid
6000.0,36,7.49,A,A4,65000.0,17.69,car,RENT,Fully Paid
15000.0,36,14.99,C,C4,80000.0,12.44,debt_consolidation,MORTGAGE,Charged Off
35000.0,60,18.25,E,E1,139000.0,22.86,credit_card,MORTGAGE,Fully Paid
30000.0,36,13.98,C,C1,115000.0,9.41,credit_card,MORTGAGE,Fully Paid
25000.0,36,13.99,C,C4,85000.0,23.58,credit_card,RENT,Fully Paid
10000.0,36,15.1,C,C2,62800.0,13.41,debt_consolidation,MORTGAGE,Fully Paid
12800.0,60,20.99,E,E5,38000.0,8.12,debt_consolidation,RENT,Charged Off
20000.0,60,24.7,G,G1,72000.0,14.52,home_improvement,MORTGAGE,Fully Paid
14400.0,36,25.49,E,E4,44000.0,33.8,debt_consolidation,MORTGAGE,Charged Off
25000.0,36,9.99,B,B3,63000.0,15.94,credit_card,MORTGAGE,Fully Paid
32000.0,60,24.89,G,G3,87000.0,22.96,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,9.16,B,B2,64000.0,19.51,debt_consolidation,MORTGAGE,Fully Paid
40000.0,36,9.49,B,B2,165000.0,26.06,credit_card,MORTGAGE,Fully Paid
8000.0,36,18.99,D,D3,76800.0,15.22,home_improvement,MORTGAGE,Fully Paid
30400.0,60,26.06,F,F5,80000.0,32.39,debt_consolidation,MORTGAGE,Charged Off
25000.0,36,7.9,A,A4,190000.0,6.71,credit_card,MORTGAGE,Fully Paid
18000.0,36,6.97,A,A3,98001.0,17.16,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,15.61,D,D1,75000.0,21.7,debt_consolidation,MORTGAGE,Fully Paid
26950.0,60,30.49,F,F4,124000.0,17.91,debt_consolidation,MORTGAGE,Charged Off
24375.0,60,25.83,G,G2,55224.0,33.55,debt_consolidation,MORTGAGE,Fully Paid
18000.0,36,8.39,B,B1,180000.0,20.25,debt_consolidation,RENT,Charged Off
25000.0,60,30.99,G,G5,32000.0,64.67,debt_consolidation,MORTGAGE,Charged Off
15500.0,36,15.77,D,D1,70000.0,22.56,debt_consolidation,OWN,Fully Paid
10775.0,60,18.55,E,E2,37000.0,34.48,debt_consolidation,MORTGAGE,Charged Off
23175.0,36,14.85,C,C5,55000.0,29.02,debt_consolidation,RENT,Charged Off
3500.0,36,11.98,B,B5,27600.0,25.87,debt_consolidation,RENT,Fully Paid
3500.0,36,6.07,A,A2,40992.0,5.02,house,MORTGAGE,Fully Paid
26375.0,60,18.25,D,D3,60000.0,20.52,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,12.49,B,B5,60000.0,10.0,debt_consolidation,RENT,Fully Paid
24000.0,36,12.05,C,C1,133000.0,4.19,other,RENT,Fully Paid
40000.0,60,20.89,D,D4,72000.0,31.43,home_improvement,RENT,Fully Paid
15000.0,36,16.55,D,D2,54000.0,36.56,debt_consolidation,RENT,Charged Off
8400.0,36,15.61,D,D1,36018.0,22.43,other,RENT,Charged Off
25000.0,60,23.88,E,E2,106000.0,8.09,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,19.52,D,D4,24000.0,26.7,debt_consolidation,RENT,Fully Paid
17625.0,60,17.27,C,C5,50000.0,19.13,credit_card,MORTGAGE,Charged Off
13250.0,60,26.06,G,G5,69223.96,21.38,debt_consolidation,MORTGAGE,Charged Off
12000.0,60,15.61,D,D1,42000.0,9.66,debt_consolidation,MORTGAGE,Fully Paid
15000.0,60,13.65,C,C1,70000.0,24.02,credit_card,MORTGAGE,Charged Off
9600.0,36,11.99,B,B5,60000.0,10.84,debt_consolidation,RENT,Fully Paid
12350.0,60,25.99,G,G4,36000.0,34.0,home_improvement,MORTGAGE,Charged Off
16000.0,60,23.63,F,F3,78000.0,8.78,debt_consolidation,MORTGAGE,Charged Off
27850.0,36,13.98,C,C3,75000.0,28.88,debt_consolidation,MORTGAGE,Fully Paid
40000.0,60,9.58,B,B1,173600.0,1.56,small_business,MORTGAGE,Fully Paid
7000.0,36,8.59,A,A4,60140.0,22.73,debt_consolidation,RENT,Fully Paid
23275.0,60,27.88,G,G3,94000.0,8.5,debt_consolidation,MORTGAGE,Charged Off
6450.0,36,18.49,D,D2,50109.0,14.37,other,RENT,Charged Off
32000.0,60,23.88,E,E2,102000.0,8.66,home_improvement,MORTGAGE,Fully Paid
21000.0,60,28.69,F,F1,125000.0,4.61,home_improvement,MORTGAGE,Charged Off
6000.0,36,7.49,A,A4,74000.0,18.81,home_improvement,MORTGAGE,Fully Paid
15000.0,36,12.99,C,C2,87300.0,19.19,debt_consolidation,RENT,Fully Paid
25000.0,60,23.76,F,F4,86628.0,24.42,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,26.77,E,E5,30000.0,8.56,debt_consolidation,RENT,Fully Paid
20400.0,60,13.18,C,C3,80000.0,29.92,credit_card,MORTGAGE,Charged Off
4450.0,36,18.55,D,D2,30156.0,27.58,debt_consolidation,RENT,Fully Paid
18000.0,36,6.89,A,A3,150000.0,7.99,debt_consolidation,RENT,Fully Paid
26300.0,36,10.99,B,B4,150000.0,23.38,debt_consolidation,MORTGAGE,Fully Paid
4250.0,36,18.55,E,E2,12500.0,18.83,debt_consolidation,OWN,Fully Paid
20000.0,36,10.99,B,B4,55000.0,14.92,credit_card,OWN,Fully Paid
20050.0,60,17.27,C,C5,55100.0,15.81,debt_consolidation,MORTGAGE,Fully Paid
33525.0,60,23.99,F,F3,79847.0,27.12,debt_consolidation,MORTGAGE,Charged Off
8200.0,36,8.18,B,B1,120000.0,6.31,credit_card,RENT,Fully Paid
15000.0,60,10.99,B,B4,220000.0,5.42,debt_consolidation,RENT,Fully Paid
17625.0,36,17.57,D,D2,45000.0,33.04,other,RENT,Fully Paid
18000.0,60,19.69,E,E5,48000.0,6.63,small_business,RENT,Fully Paid
18775.0,60,30.84,G,G2,68000.0,15.44,home_improvement,OWN,Fully Paid
20000.0,36,6.49,A,A2,45000.0,24.69,credit_card,RENT,Fully Paid
10400.0,36,9.17,B,B1,53300.0,7.77,debt_consolidation,MORTGAGE,Fully Paid
5500.0,36,13.67,C,C3,31000.0,27.56,other,OWN,Fully Paid
30575.0,36,17.99,D,D2,85000.0,24.69,debt_consolidation,MORTGAGE,Charged Off
24000.0,36,25.49,E,E4,93000.0,29.48,credit_card,RENT,Fully Paid
5000.0,36,11.53,B,B5,70000.0,21.28,debt_consolidation,RENT,Fully Paid
10500.0,36,6.62,A,A2,57600.0,20.19,debt_consolidation,MORTGAGE,Fully Paid
22325.0,60,16.55,D,D2,220000.0,23.69,home_improvement,OWN,Fully Paid
8400.0,36,11.99,B,B5,70000.0,10.73,debt_consolidation,RENT,Charged Off
12000.0,36,11.67,B,B4,60000.0,22.94,debt_consolidation,RENT,Fully Paid
35000.0,60,28.18,G,G1,100000.0,19.58,debt_consolidation,MORTGAGE,Charged Off
30000.0,36,8.99,B,B1,123450.0,28.44,debt_consolidation,RENT,Fully Paid
18675.0,60,25.89,G,G3,65000.0,24.28,debt_consolidation,MORTGAGE,Charged Off
5000.0,36,12.99,B,B4,60000.0,8.5,other,OWN,Fully Paid
11500.0,60,28.49,G,G4,42000.0,22.26,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,11.47,B,B5,60000.0,17.1,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,14.07,C,C3,22000.0,11.18,debt_consolidation,OWN,Charged Off
32000.0,60,24.08,F,F2,99000.0,13.24,debt_consolidation,RENT,Charged Off
12000.0,36,13.67,B,B5,82000.0,11.84,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,19.99,E,E4,50000.0,23.74,renewable_energy,RENT,Fully Paid
8325.0,36,23.32,E,E3,26000.0,34.95,debt_consolidation,MORTGAGE,Fully Paid
5200.0,36,11.44,B,B4,116722.0,21.27,home_improvement,MORTGAGE,Fully Paid
10000.0,36,8.19,A,A5,50000.0,16.88,credit_card,MORTGAGE,Fully Paid
9600.0,36,8.18,B,B1,40000.0,12.15,credit_card,RENT,Fully Paid
10000.0,36,23.5,F,F1,146304.9,19.81,debt_consolidation,MORTGAGE,Fully Paid
18000.0,60,19.99,E,E1,138962.0,27.17,debt_consolidation,MORTGAGE,Charged Off
12000.0,60,17.57,D,D4,115000.0,10.99,home_improvement,MORTGAGE,Charged Off
25000.0,60,24.89,G,G3,69000.0,24.38,debt_consolidation,RENT,Charged Off
20000.0,36,13.68,C,C1,63000.0,23.41,debt_consolidation,MORTGAGE,Charged Off
15000.0,60,9.17,B,B2,60000.0,11.4,credit_card,MORTGAGE,Fully Paid
24000.0,36,25.78,F,F5,75000.0,13.49,other,MORTGAGE,Charged Off
16025.0,36,16.55,D,D2,34881.96,16.21,debt_consolidation,RENT,Charged Off
12000.0,36,16.29,D,D2,45000.0,26.29,debt_consolidation,OWN,Charged Off
19200.0,60,17.57,D,D4,48000.0,28.1,debt_consolidation,RENT,Fully Paid
3000.0,36,17.14,D,D4,60000.0,6.94,other,MORTGAGE,Fully Paid
25000.0,36,12.99,B,B4,130000.0,6.59,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,8.39,A,A5,63000.0,11.43,credit_card,RENT,Fully Paid
7500.0,36,7.99,A,A5,60000.0,24.13,debt_consolidation,RENT,Fully Paid
9925.0,36,15.61,D,D1,96000.0,13.46,debt_consolidation,MORTGAGE,Fully Paid
17000.0,60,23.28,F,F2,45000.0,21.01,credit_card,RENT,Fully Paid
24000.0,60,12.79,C,C1,150000.0,9.18,debt_consolidation,MORTGAGE,Fully Paid
32000.0,60,22.99,F,F2,115000.0,18.84,major_purchase,MORTGAGE,Charged Off
16825.0,36,22.99,F,F1,47000.0,21.22,debt_consolidation,RENT,Fully Paid
18350.0,60,24.11,F,F2,68000.0,38.19,credit_card,OWN,Charged Off
15600.0,36,12.29,C,C1,150000.0,10.72,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,12.05,C,C1,35000.0,6.02,debt_consolidation,RENT,Fully Paid
10000.0,36,6.24,A,A2,85000.0,13.95,credit_card,RENT,Fully Paid
11650.0,60,14.49,C,C4,52176.0,23.51,debt_consolidation,MORTGAGE,Charged Off
3125.0,36,17.57,D,D4,45000.0,20.99,debt_consolidation,RENT,Fully Paid
15350.0,60,19.99,D,D4,70000.0,10.49,debt_consolidation,MORTGAGE,Fully Paid
11200.0,36,9.99,B,B3,53400.0,27.31,debt_consolidation,RENT,Fully Paid
18000.0,36,12.49,B,B5,80000.0,21.63,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,7.89,A,A5,48000.0,17.85,debt_consolidation,RENT,Fully Paid
12000.0,36,7.89,A,A5,125000.0,8.53,credit_card,RENT,Fully Paid
35000.0,60,16.59,D,D1,140000.0,16.11,credit_card,MORTGAGE,Fully Paid
12000.0,60,16.55,D,D2,54247.56,36.28,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,28.69,F,F1,52000.0,29.63,debt_consolidation,OWN,Fully Paid
30000.0,36,11.49,B,B5,250000.0,17.01,debt_consolidation,RENT,Fully Paid
20000.0,36,12.99,C,C1,56000.0,26.0,debt_consolidation,MORTGAGE,Fully Paid
7200.0,36,12.74,C,C1,50000.0,20.91,debt_consolidation,OWN,Fully Paid
35000.0,60,22.95,F,F1,185000.0,6.9,debt_consolidation,RENT,Fully Paid
16000.0,60,22.95,F,F1,42016.0,30.22,credit_card,RENT,Fully Paid
28000.0,60,22.35,F,F5,71000.0,10.53,debt_consolidation,MORTGAGE,Charged Off
14000.0,36,5.32,A,A1,120000.0,12.09,other,MORTGAGE,Charged Off
20000.0,60,21.98,E,E4,72000.0,26.55,debt_consolidation,RENT,Fully Paid
25175.0,60,25.69,F,F1,160000.0,21.16,credit_card,OWN,Fully Paid
16000.0,60,12.59,C,C2,150000.0,28.29,debt_consolidation,MORTGAGE,Fully Paid
9450.0,36,12.12,B,B3,44000.0,24.41,debt_consolidation,MORTGAGE,Fully Paid
12000.0,36,26.57,F,F5,40000.0,35.74,debt_consolidation,RENT,Charged Off
7000.0,36,5.93,A,A1,55000.0,14.73,debt_consolidation,MORTGAGE,Fully Paid
9250.0,36,22.4,E,E3,32000.0,18.12,debt_consolidation,RENT,Fully Paid
30000.0,36,10.99,B,B4,110000.0,19.23,credit_card,MORTGAGE,Fully Paid
11850.0,60,30.49,F,F4,52000.0,24.23,home_improvement,MORTGAGE,Fully Paid
21000.0,36,11.53,B,B5,100000.0,28.38,debt_consolidation,RENT,Fully Paid
30000.0,60,11.99,B,B5,105000.0,33.75,credit_card,MORTGAGE,Fully Paid
10800.0,36,15.61,D,D1,30000.0,31.12,debt_consolidation,OWN,Charged Off
33025.0,60,23.99,F,F2,87000.0,24.19,debt_consolidation,MORTGAGE,Charged Off
28000.0,60,21.0,E,E2,102000.0,19.64,debt_consolidation,MORTGAGE,Fully Paid
21550.0,36,16.99,D,D3,75000.0,13.49,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,13.49,C,C2,60513.0,10.91,credit_card,RENT,Fully Paid
35000.0,36,23.7,F,F1,125000.0,2.44,house,RENT,Fully Paid
12000.0,36,5.32,A,A1,179905.0,8.44,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,11.99,C,C1,65000.0,6.11,home_improvement,RENT,Charged Off
3025.0,36,7.97,A,A5,72000.0,31.05,credit_card,MORTGAGE,Fully Paid
22500.0,36,13.99,C,C3,45000.0,25.16,debt_consolidation,RENT,Fully Paid
2400.0,36,11.49,B,B5,25000.0,7.54,credit_card,RENT,Fully Paid
7000.0,36,7.69,A,A4,48000.0,14.85,credit_card,MORTGAGE,Fully Paid
8000.0,36,9.16,B,B2,16000.0,6.15,home_improvement,OWN,Charged Off
15000.0,60,14.08,C,C3,71000.0,31.52,credit_card,RENT,Fully Paid
8875.0,36,15.61,C,C3,26592.0,26.62,credit_card,RENT,Fully Paid
5700.0,36,9.17,B,B2,13000.0,24.28,debt_consolidation,RENT,Fully Paid
15000.0,36,7.49,A,A4,105000.0,7.53,debt_consolidation,RENT,Charged Off
14000.0,36,13.59,C,C2,75000.0,16.99,debt_consolidation,RENT,Charged Off
12000.0,60,27.31,G,G2,47000.0,27.29,debt_consolidation,RENT,Fully Paid
15000.0,36,7.89,A,A5,65000.0,18.87,debt_consolidation,RENT,Fully Paid
14000.0,36,6.49,A,A2,42000.0,16.4,debt_consolidation,MORTGAGE,Fully Paid
8750.0,36,11.47,B,B5,88400.0,6.26,credit_card,MORTGAGE,Fully Paid
14000.0,36,10.99,B,B3,105000.0,6.41,debt_consolidation,OWN,Fully Paid
14900.0,60,17.57,D,D4,102000.0,2.19,debt_consolidation,RENT,Charged Off
12000.0,36,10.99,B,B4,90000.0,12.84,debt_consolidation,MORTGAGE,Charged Off
27000.0,60,25.8,G,G1,75000.0,29.6,house,OWN,Fully Paid
5000.0,36,6.39,A,A2,88000.0,0.2,debt_consolidation,MORTGAGE,Fully Paid
26300.0,60,24.7,G,G1,83000.0,22.7,debt_consolidation,RENT,Charged Off
15000.0,36,18.99,D,D3,87000.0,5.93,debt_consolidation,RENT,Fully Paid
10000.0,36,20.2,D,D5,35850.0,26.24,other,RENT,Fully Paid
20400.0,60,18.54,E,E1,81300.0,29.85,debt_consolidation,MORTGAGE,Charged Off
35000.0,36,26.99,G,G1,106000.0,23.44,debt_consolidation,MORTGAGE,Fully Paid
11500.0,36,26.57,F,F5,86000.0,41.26,debt_consolidation,MORTGAGE,Charged Off
2500.0,36,19.2,D,D3,85000.0,32.91,debt_consolidation,MORTGAGE,Fully Paid
23500.0,60,16.55,D,D2,54600.0,31.58,credit_card,RENT,Charged Off
25000.0,60,10.42,B,B3,120000.0,12.0,debt_consolidation,MORTGAGE,Fully Paid
3600.0,36,10.91,B,B4,70000.0,22.63,debt_consolidation,MORTGAGE,Fully Paid
25000.0,60,30.94,G,G4,68000.0,10.92,home_improvement,MORTGAGE,Fully Paid
35000.0,36,9.93,B,B2,75000.0,8.13,credit_card,OWN,Charged Off
8625.0,36,30.94,G,G4,24000.0,6.65,moving,RENT,Charged Off
